have_first_name,have_middlename,have_lastname,have_cellphone,have_workphone,have_otherphone,primary_contact,have_email,have_secondary_email,have_address_line1,have_address_line2,city,state,zipcode,Profession,Speciality,experience,available_date,Student,Terms_and_conditions_accepted,Approved,Visible,Referral_Source,application_source,LE_Record_Type,created_date,modified_date,Counts
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Danville,Ohio,43014,RN,Case Manager,10,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:27,7/14/16 12:54,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jacksonville,Florida,32225,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 8:07,7/14/16 8:07,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Barberton,Ohio,44203,RN,Hospice,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 14:02,7/14/16 14:02,
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Obetz,Ohio,43207,RN,Hospice,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:05,7/14/16 12:49,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Chaplin,Connecticut,6235,RN,ONCOLOGY,8,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:00,7/14/16 5:00,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Newark,Delaware,19720,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:43,7/14/16 4:40,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Neenah,Wisconsin,54956,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 4:53,7/14/16 4:53,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Toledo,Ohio,43615,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 9:46,7/14/16 9:46,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Ashland,Kentucky,41102,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 12:34,7/14/16 12:34,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Newark,Ohio,43055,RN,Home Health,1,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:29,7/14/16 12:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Apopka,Florida,32703,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/14/16 4:23,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jacksonville,Florida,32277,RN,Hospice,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 3:58,7/14/16 3:58,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lebanon,Illinois,62254,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 9:05,7/14/16 9:05,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Akron,Ohio,44305,RN,MS,10,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:23,7/14/16 12:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,BOURNE,Massachusetts,2532,PHARM,Manager,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 8:34,7/14/16 8:34,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Carthage ,Mississippi,39051,RN,Clinic/Dr.Office,7,7/13/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/14/16 2:14,7/14/16 2:14,3
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Chicago,Illinois,60642,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 14:30,7/14/16 14:30,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,WESLEY CHAPEL,Florida,33544,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 7:38,7/14/16 7:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Chicago,Illinois,60626,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 11:42,7/14/16 11:42,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Johnstown,Ohio,43031,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 12:52,7/14/16 12:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Walpole,Massachusetts,2081,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 4:21,7/14/16 4:21,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Kent,Ohio,44240,RN,ICU,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:15,7/14/16 12:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Elkhart,Indiana,46516,PHARM,Manager,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 9:30,7/14/16 9:30,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Worcester,Massachusetts,1609,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 12:11,7/14/16 12:11,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Sagamore Hills,Ohio,44067,RN,PICU,2,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:59,7/14/16 12:40,6
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,BROOKLYN,New York,11207,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/14/16 3:37,7/14/16 3:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hamilton,Georgia,31811,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 8:03,7/14/16 8:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Newark,Ohio,43058,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 14:01,7/14/16 14:01,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,San Diego,California,92128,RN,ICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/14/16 4:49,7/14/16 4:49,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Savannah,Georgia,31410,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 9:44,7/14/16 9:44,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Caruthersville,Missouri,63830,RN,Corrections,25,7/14/16,Yes,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/9/16 20:38,7/14/16 19:17,2
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Russellville,Ohio,45168,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 12:33,7/14/16 12:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,EUCLID,Ohio,44117,RN,Case Manager,6,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:38,7/14/16 13:24,
Yes,Yes,Yes,Yes,Yes,No,W,Yes,Yes,Yes,Yes,Wichita,Kansas,67207,PHARM Tech,Manager,3,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:29,7/14/16 9:42,
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Dayton,Ohio,45431,RN,Hospice,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:23,7/14/16 12:36,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Carrollton,Texas,75007,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 3:54,7/14/16 3:54,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jacksonville,Florida,32226,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 8:54,7/14/16 8:54,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Addison,Michigan,49220,RN,MS,8,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:41,7/14/16 4:46,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Cleves,Ohio,45002,RN,TELE,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:27,7/14/16 13:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Coral Springs,Florida,33067,PHARM,Director,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 8:33,7/14/16 8:33,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Larchmont,New York,10538,RN,Case Manager,5,7/18/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/14/16 1:32,7/14/16 1:32,
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Springfield,Ohio,45504,RN,TELE,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:15,7/14/16 12:48,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Houston,Texas,77083,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/14/16 14:25,7/14/16 14:26,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,CONYERS,Georgia,30013,PHARM,Manager,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 7:35,7/14/16 7:35,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Panama City,Florida,32404,Clinical Nurse Specialist,Other,15,7/26/16,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,7/14/16 11:33,7/14/16 11:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Milford,Ohio,45150,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 12:47,7/14/16 12:47,
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Loveland,Ohio,45140,RN,PEDS,0,9/6/09,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:03,7/14/16 13:14,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Eden Prairie,Minnesota,55344,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/14/16 4:15,7/14/16 4:15,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Winter Park,Florida,32792,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 9:22,7/14/16 9:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,LEICESTER,Maryland,1524,RN,Ortho,5,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:02,7/14/16 4:43,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46254,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 12:07,7/14/16 12:07,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,North Lauderdale,Florida,33068,RN,MS,1,8/31/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:55,7/14/16 3:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Henderson,Nevada,89074,RN,PEDS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 3:34,7/14/16 3:34,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Darien,Illinois,60561,RN,Case Manager,20,,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,7/14/16 18:57,7/14/16 18:57,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Tamoa,Florida,33626,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 8:01,7/14/16 8:01,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Mansifeld,Ohio,44906,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 13:56,7/14/16 13:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Santa Fe Springs,California,90670,RN,PEDS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/14/16 4:47,7/14/16 4:47,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Greenwood,Indiana,46143,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 9:42,7/14/16 9:42,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hillsboro,Ohio,45133,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 12:32,7/14/16 12:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Clio,Michigan,48420,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 3:51,7/14/16 3:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Memphis,Tennessee,38119,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 8:49,7/14/16 8:49,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,BOWLING GREEN,Kentucky,42104,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 8:29,7/14/16 8:29,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Chuckey,Tennessee,37641,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 14:20,7/14/16 14:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Olympia Fields,Illinois,60461,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 7:32,7/14/16 7:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Woodbine,Georgia,31569,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 9:55,7/14/16 9:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Shaker Hts,Ohio,44120,RN,Hospice,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 12:46,7/14/16 12:46,
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Marion,Indiana,46953,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:57,7/14/16 14:15,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,St Petersburg,Florida,33707,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/14/16 4:11,7/14/16 4:11,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,West Palm Beach,Florida,33412,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 9:18,7/14/16 9:18,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lafayette,Indiana,47904,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 12:02,7/14/16 12:02,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Price,Utah,84501,RN,MS,28,7/30/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/11/16 4:22,7/14/16 4:40,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Silver Spring,Maryland,20906,RN,Case Manager,27,11/12/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:42,7/14/16 4:04,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,El Paso,Texas,79925,RN,Public Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 3:28,7/14/16 3:28,1
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Dobson,North Carolina,27017,RN,Geriatrics,4,9/1/16,Yes,Yes,No,Yes,Email,STAFFDNA,,7/14/16 15:58,7/14/16 16:13,16
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Boynton Beach,Florida,33437,PHARM,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/14/16 7:59,7/14/16 7:59,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Miami,Florida,33185,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 13:54,7/14/16 13:54,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Irving,Texas,75062,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/14/16 4:38,7/14/16 4:38,
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Cuyahoga Falls,Ohio,44221,RN,ICU,12,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:12,7/14/16 13:55,
